text,label
"Fasilitas ruang tunggu di depan lift memiliki kursi","netral"
"Ruang kelas memiliki akses internet kabel","netral"
"Dosen wali memberikan pengarahan di awal semester","netral"
"Jadwal praktikum elektronika dasar dilakukan di lab","netral"
"Pembayaran uang pangkal dilakukan saat daftar ulang","netral"
"Informasi jadwal kuliah tamu diumumkan via email","netral"
"Mahasiswa bisa menggunakan mesin scan di perpustakaan","netral"
"Fasilitas tempat sampah organik dan non organik terpisah","netral"
"Ruang baca memiliki pendingin ruangan yang standar","netral"
"Pengumuman perubahan jadwal praktikum disampaikan oleh asisten","netral"
"Kegiatan workshop karier diadakan oleh CDC","netral"
"Mahasiswa dihimbau untuk tidak merokok di lingkungan kampus","netral"
"Fasilitas kantin fakultas menyediakan menu sarapan","netral"
"Ruang himpunan mahasiswa digunakan untuk kegiatan UKM","netral"
"Dosen memberikan tugas take home di tengah semester","netral"
"Jadwal bimbingan skripsi bisa dilakukan via Zoom","netral"
"Pendaftaran pelatihan bahasa asing di pusat bahasa dibuka","netral"
"Informasi lowongan magang di perusahaan mitra diumumkan","netral"
"Mahasiswa bisa meminjam payung di resepsionis saat hujan","netral"
"Fasilitas lapangan basket bisa digunakan malam hari","netral"
"Ruang kelas di gedung lama memiliki langit-langit tinggi","netral"
"Pengumuman hasil seleksi asisten dosen sudah keluar","netral"
"Kegiatan festival film mahasiswa diadakan tahunan","netral"
"Mahasiswa baru mendapatkan kartu mahasiswa sementara","netral"
"Fasilitas parkir mobil tamu terletak di depan gedung","netral"
"Ruang baca outdoor terletak di dekat kolam ikan","netral"
"Dosen mengajar menggunakan media video","netral"
"Jadwal kuliah semester genap lebih padat","netral"
"Pembayaran biaya praktikum dilakukan di awal semester","netral"
"Informasi beasiswa dari luar negeri bisa diakses di OIA","netral"
"Mahasiswa bisa menggunakan software statistik di lab","netral"
"Fasilitas tempat parkir motor dekat dengan gerbang","netral"
"Ruang himpunan mahasiswa memiliki papan struktur organisasi","netral"
"Pengumuman jadwal UTS susulan diumumkan setelah UTS","netral"
"Kegiatan bakti sosial ke panti asuhan diadakan rutin","netral"
"Mahasiswa diwajibkan mengikuti kuliah umum kebangsaan","netral"
"Fasilitas klinik kampus melayani konsultasi dokter umum","netral"
"Ruang baca perpustakaan memiliki meja panjang","netral"
"Dosen memberikan kesempatan perbaikan nilai","netral"
"Jadwal seminar proposal bisa dilakukan kapan saja","netral"
"Pendaftaran program magang bersertifikat sudah dibuka","netral"
"Informasi jadwal yudisium diumumkan di website fakultas","netral"
"Mahasiswa bisa meminjam buku di perpustakaan daerah","netral"
"Fasilitas lapangan voli pantai terletak di belakang kampus","netral"
"Ruang kelas memiliki proyektor yang terpasang permanen","netral"
"Pengumuman kelulusan SKPI bisa diambil bersamaan dengan ijazah","netral"
"Kegiatan pelatihan menulis proposal diadakan oleh LPPM","netral"
"Mahasiswa baru diwajibkan membeli seragam olahraga","netral"
"Fasilitas ruang menyusui terletak di dekat klinik","netral"
"Ruang himpunan mahasiswa digunakan untuk pameran","netral"
"Dosen memberikan kuliah sesuai dengan RPS","netral"
"Jadwal praktikum mikrobiologi dilakukan di lab biologi","netral"
"Pembayaran biaya wisuda dilakukan di bank mitra","netral"
"Informasi pendaftaran seminar internasional sudah dibuka","netral"
"Mahasiswa bisa mengakses e-book dari perpustakaan digital","netral"
"Fasilitas tempat sampah di selasar sering kosong","netral"
"Ruang baca memiliki koleksi buku referensi","netral"
"Pengumuman jadwal ujian lisan diumumkan oleh dosen penguji","netral"
"Kegiatan lomba karya tulis ilmiah nasional diadakan","netral"
"Mahasiswa dihimbau untuk mematuhi tata tertib kampus","netral"
"Fasilitas kantin fakultas memiliki meja dan kursi kayu","netral"
"Ruang himpunan mahasiswa terletak di lantai 2","netral"
"Dosen wali membuka sesi konsultasi secara online","netral"
"Jadwal bimbingan akademik dilakukan sebelum pengisian KRS","netral"
"Pendaftaran pelatihan desain grafis diadakan oleh UKM","netral"
"Informasi lowongan kerja di BUMN diumumkan di CDC","netral"
"Mahasiswa bisa meminjam kunci lab di TU","netral"
"Fasilitas lapangan sepak bola memiliki rumput alami","netral"
"Ruang kelas di lantai 3 memiliki pemandangan taman","netral"
"Pengumuman hasil seleksi beasiswa internal sudah keluar","netral"
"Kegiatan pekan raya mahasiswa diadakan setiap tahun","netral"
"Mahasiswa baru wajib mengikuti tes psikologi","netral"
"Fasilitas parkir mobil dosen terletak di samping gedung","netral"
"Ruang baca outdoor memiliki peneduh dari pohon","netral"
"Dosen memberikan materi kuliah dalam bentuk cetak","netral"
"Jadwal kuliah pengganti diadakan di hari Sabtu","netral"
"Pembayaran biaya KKN bisa diangsur","netral"
"Informasi beasiswa dari yayasan bisa diakses di kemahasiswaan","netral"
"Mahasiswa bisa menggunakan mesin jilid di dekat fotokopi","netral"
"Fasilitas tempat parkir motor di depan gedung terbatas","netral"
"Ruang himpunan mahasiswa memiliki galon air minum","netral"
"Pengumuman jadwal praktikum susulan diumumkan oleh laboran","netral"
"Kegiatan workshop kewirausahaan diadakan oleh inkubator","netral"
"Mahasiswa diwajibkan menggunakan pakaian sopan di kampus","netral"
"Fasilitas klinik kampus melayani rujukan ke rumah sakit","netral"
"Ruang baca perpustakaan memiliki koleksi jurnal cetak","netral"
"Dosen memberikan ujian dalam bentuk esai","netral"
"Jadwal seminar KP bisa dilakukan secara online","netral"
"Pendaftaran program student exchange sudah dibuka","netral"
"Informasi jadwal wisuda bisa diakses di portal wisuda","netral"
"Mahasiswa bisa meminjam buku teks di perpustakaan","netral"
"Fasilitas lapangan tenis memiliki permukaan yang rata","netral"
"Ruang kelas memiliki kursi yang bisa dipindah-pindah","netral"
"Pengumuman perubahan jadwal kuliah diinfokan oleh dosen","netral"
"Kegiatan bakti sosial ke panti jompo diadakan rutin","netral"
"Mahasiswa baru mendapatkan akses ke sistem informasi","netral"
"Fasilitas ruang laktasi memiliki wastafel","netral"
"Ruang himpunan mahasiswa digunakan untuk menyimpan peralatan","netral"
"Dosen memberikan tugas resume di setiap pertemuan","netral"
"Jadwal praktikum fisika dilakukan di lab fisika dasar","netral"
"Pembayaran biaya SKS dibayarkan per semester","netral"
"Informasi pendaftaran KKN reguler sudah dibuka","netral"
"Mahasiswa bisa menggunakan wifi kampus dengan bandwidth tertentu","netral"
"Fasilitas tempat sampah di depan perpustakaan sering penuh","netral"
"Ruang baca memiliki meja dengan sekat","netral"
"Pengumuman jadwal sidang skripsi gelombang 2 sudah keluar","netral"
"Kegiatan pelatihan public speaking diadakan oleh CDC","netral"
"Mahasiswa dihimbau untuk tidak membawa senjata tajam","netral"
"Fasilitas kantin pusat memiliki area merokok terpisah","netral"
"Ruang himpunan mahasiswa terletak di dekat parkiran motor","netral"
"Dosen mengajar dengan metode studi kasus","netral"
"Jadwal bimbingan skripsi dilakukan minimal 8 kali","netral"
"Pendaftaran pelatihan menjahit diadakan oleh UKM Fashion","netral"
"Informasi lowongan asisten peneliti diumumkan di fakultas","netral"
"Fasilitas lapangan bulutangkis memiliki garis yang jelas","netral"
"Ruang kelas di lantai dasar sering digunakan untuk ujian","netral"
"Pengumuman hasil seleksi program magang sudah keluar","netral"
"Kegiatan lomba debat hukum diadakan oleh fakultas","netral"
"Mahasiswa baru diwajibkan mengisi formulir data pribadi","netral"
"Fasilitas parkir sepeda motor indoor terbatas","netral"
"Ruang baca outdoor memiliki lampu taman di malam hari","netral"
"Dosen memberikan nilai akhir setelah UAS","netral"
"Jadwal kuliah semester ganjil lebih panjang","netral"
"Pembayaran biaya kuliah bisa dilakukan secara online","netral"
"Informasi beasiswa dari perusahaan swasta diumumkan di CDC","netral"
"Mahasiswa bisa menggunakan ruang teater dengan izin","netral"
"Fasilitas tempat parkir motor di basement gelap","netral"
"Ruang himpunan mahasiswa memiliki jam dinding","netral"
"Pengumuman jadwal yudisium gelombang 2 sudah keluar","netral"
"Kegiatan workshop penulisan CV diadakan oleh CDC","netral"
"Mahasiswa diwajibkan mengikuti upacara bendera","netral"
"Fasilitas klinik kampus melayani pemeriksaan gigi","netral"
"Ruang baca perpustakaan memiliki koleksi tesis","netral"
"Dosen memberikan kuliah tambahan di luar jam","netral"
"Jadwal seminar hasil penelitian bisa dilakukan di akhir semester","netral"
"Pendaftaran program inkubasi bisnis sudah dibuka","netral"
"Informasi jadwal pengambilan ijazah bisa dilihat di portal","netral"
"Mahasiswa bisa meminjam laptop di lab komputer","netral"
"Fasilitas lapangan voli pantai memiliki pasir putih","netral"
"Ruang kelas memiliki layar proyektor yang bisa ditarik","netral"
"Pengumuman kelulusan ujian komprehensif diumumkan oleh jurusan","netral"
"Kegiatan bakti sosial ke desa binaan diadakan oleh BEM","netral"
"Mahasiswa baru mendapatkan kartu akses perpustakaan","netral"
"Fasilitas ruang tunggu di depan ruang rektor memiliki sofa","netral"
"Ruang himpunan mahasiswa digunakan untuk rapat koordinasi","netral"
"Dosen wali memberikan rekomendasi mata kuliah","netral"
"Jadwal praktikum kimia organik dilakukan di lab kimia","netral"
"Pembayaran biaya daftar ulang dilakukan setiap semester","netral"
"Informasi pendaftaran asisten lab sudah dibuka","netral"
"Mahasiswa bisa mengakses jurnal nasional dari perpus","netral"
"Fasilitas tempat sampah di area parkir kurang","netral"
"Ruang baca memiliki suhu ruangan yang sejuk","netral"
"Pengumuman jadwal KRS manual diumumkan oleh fakultas","netral"
"Kegiatan pelatihan kepemimpinan diadakan oleh BEM","netral"
"Mahasiswa dihimbau untuk tidak membuang sampah sembarangan","netral"
"Fasilitas kantin fakultas memiliki televisi","netral"
"Ruang himpunan mahasiswa terletak di dekat mushola","netral"
"Dosen memberikan tugas kelompok di awal semester","netral"
"Jadwal bimbingan akademik dilakukan secara tatap muka","netral"
"Pendaftaran pelatihan fotografi diadakan oleh UKM Jurnalistik","netral"
"Informasi lowongan kerja di startup diumumkan di CDC","netral"
"Mahasiswa bisa meminjam helm di pos satpam","netral"
"Fasilitas lapangan basket memiliki tiang yang kokoh","netral"
"Ruang kelas di lantai 2 sering digunakan untuk kuliah reguler","netral"
"Pengumuman hasil seleksi program KMMI sudah keluar","netral"
"Kegiatan lomba inovasi bisnis diadakan oleh inkubator","netral"
"Mahasiswa baru diwajibkan membeli buku panduan","netral"
"Fasilitas parkir mobil mahasiswa terletak di luar kampus","netral"
"Ruang baca outdoor memiliki kursi santai","netral"
"Dosen memberikan materi kuliah dalam bentuk PPT","netral"
"Jadwal kuliah semester pendek lebih padat","netral"
"Pembayaran biaya wisuda bisa diwakilkan","netral"
"Informasi beasiswa dari pemerintah daerah diumumkan","netral"
"Mahasiswa bisa menggunakan ruang podcast dengan izin","netral"
"Fasilitas tempat parkir motor di depan perpustakaan penuh","netral"
"Ruang himpunan mahasiswa memiliki papan tulis kecil","netral"
"Pengumuman jadwal UAS susulan diumumkan via portal","netral"
"Kegiatan workshop pembuatan konten diadakan oleh UKM","netral"
"Mahasiswa diwajibkan mengikuti kuliah umum","netral"
"Fasilitas klinik kampus melayani konsultasi gizi","netral"
"Ruang baca perpustakaan memiliki koleksi buku langka","netral"
"Dosen memberikan ujian dalam bentuk pilihan ganda","netral"
"Jadwal seminar KP bisa diwakilkan","netral"
"Pendaftaran program magang di instansi pemerintah dibuka","netral"
"Informasi jadwal pengambilan toga bisa dilihat di fakultas","netral"
"Mahasiswa bisa meminjam charger di perpustakaan","netral"
"Fasilitas lapangan sepak bola memiliki gawang besi","netral"
"Ruang kelas memiliki speaker di sudut ruangan","netral"
"Pengumuman perubahan jadwal ujian diumumkan oleh pengawas","netral"
"Kegiatan bakti sosial ke panti asuhan diadakan tahunan","netral"
"Mahasiswa baru mendapatkan seragam olahraga","netral"
"Fasilitas ruang laktasi memiliki kulkas","netral"
"Ruang himpunan mahasiswa digunakan untuk belajar bersama","netral"
"Dosen memberikan nilai plus untuk partisipasi","netral"
"Jadwal praktikum biologi molekuler dilakukan di lab","netral"
"Pembayaran biaya SKS variabel dibayarkan sesuai SKS","netral"
"Informasi pendaftaran KKN internasional sudah dibuka","netral"
"Mahasiswa bisa mengakses e-journal dari luar kampus","netral"
"Fasilitas tempat sampah di selasar depan kelas penuh","netral"
"Ruang baca memiliki koleksi disertasi","netral"
"Pengumuman jadwal sidang skripsi gelombang 3 sudah keluar","netral"
"Kegiatan pelatihan menulis kreatif diadakan oleh UKM","netral"
"Mahasiswa dihimbau untuk tidak berisik di perpustakaan","netral"
"Fasilitas kantin pusat memiliki AC","netral"
"Ruang himpunan mahasiswa terletak di lantai 3","netral"
"Dosen mengajar dengan metode blended learning","netral"
"Jadwal bimbingan skripsi bisa diatur ulang","netral"
"Pendaftaran pelatihan tari tradisional diadakan oleh UKM","netral"
"Informasi lowongan kerja di luar negeri diumumkan di OIA","netral"
"Mahasiswa bisa meminjam alat musik di sekretariat UKM","netral"
"Fasilitas lapangan bulutangkis memiliki tiang net","netral"
"Ruang kelas di lantai 1 digunakan untuk mahasiswa difabel","netral"
"Pengumuman hasil seleksi program IISMA sudah keluar","netral"
"Kegiatan lomba karya inovatif mahasiswa diadakan tahunan","netral"
"Mahasiswa baru diwajibkan mengikuti kegiatan pengenalan kampus","netral"
"Fasilitas parkir sepeda motor di samping gedung","netral"
"Ruang baca outdoor terletak di rooftop gedung","netral"
"Dosen memberikan kuis mendadak","netral"
"Jadwal kuliah tatap muka dikurangi saat pandemi","netral"
"Pembayaran biaya KKN dilakukan di bank","netral"
"Informasi beasiswa dari lembaga internasional diumumkan","netral"
"Mahasiswa bisa menggunakan ruang diskusi di lantai 3","netral"
"Fasilitas tempat parkir motor di depan gedung rektorat","netral"
"Ruang himpunan mahasiswa memiliki kipas angin gantung","netral"
"Pengumuman jadwal UTS susulan diumumkan via grup WA","netral"
"Kegiatan workshop pengembangan diri diadakan oleh BEM","netral"
"Fasilitas klinik kampus melayani pemeriksaan tekanan darah","netral"
"Ruang baca perpustakaan memiliki koleksi prosiding","netral"
"Dosen memberikan nilai sesuai dengan kontrak kuliah","netral"
"Jadwal seminar hasil penelitian bisa diundur","netral"
"Pendaftaran program magang di BUMN sudah dibuka","netral"
"Informasi jadwal pengambilan transkrip nilai diumumkan","netral"
"Fasilitas lapangan tenis memiliki net yang standar","netral"
"Ruang kelas memiliki AC yang bisa diatur suhunya","netral"
"Pengumuman kelulusan ujian skripsi diumumkan langsung","netral"
"Kegiatan bakti sosial ke daerah bencana diadakan insidental","netral"
"Mahasiswa baru mendapatkan jas almamater","netral"
"Fasilitas ruang tunggu di depan ruang kaprodi memiliki kursi","netral"
"Ruang himpunan mahasiswa digunakan untuk menyimpan perlengkapan","netral"
"Dosen wali memberikan motivasi akademik","netral"
"Jadwal praktikum komputer dilakukan di lab komputer","netral"
"Pembayaran biaya kuliah kerja nyata dibayarkan di awal","netral"
"Informasi pendaftaran seminar nasional sudah dibuka","netral"
"Mahasiswa bisa mengakses repository kampus dari rumah","netral"
"Fasilitas tempat sampah di ruang kelas kurang","netral"
"Ruang baca memiliki lampu yang terang","netral"
"Pengumuman jadwal KRS online untuk semester depan","netral"
"Kegiatan pelatihan debat diadakan oleh UKM Debat","netral"
"Mahasiswa dihimbau untuk tidak merusak fasilitas","netral"
"Fasilitas kantin fakultas menyediakan minuman dingin","netral"
"Ruang himpunan mahasiswa terletak di dekat lab komputer","netral"
"Dosen memberikan tugas proyek di akhir semester","netral"
"Jadwal bimbingan akademik dilakukan secara individu","netral"
"Pendaftaran pelatihan musik diadakan oleh UKM Musik","netral"
"Informasi lowongan kerja di bank diumumkan di CDC","netral"
"Mahasiswa bisa meminjam bola basket di sekretariat","netral"
"Fasilitas lapangan basket memiliki garis lapangan","netral"
"Ruang kelas di lantai 4 digunakan untuk kuliah pilihan","netral"
"Pengumuman hasil seleksi program magang MBKM sudah keluar","netral"
"Kegiatan lomba fotografi diadakan oleh UKM Jurnalistik","netral"
"Mahasiswa baru diwajibkan mengikuti tes kesehatan jiwa","netral"
"Fasilitas parkir mobil tamu VIP terletak di depan rektorat","netral"
"Ruang baca outdoor memiliki meja kayu","netral"
"Dosen memberikan materi tambahan dari internet","netral"
"Jadwal kuliah semester pendek dilakukan di akhir pekan","netral"
"Pembayaran biaya ujian susulan dibayarkan di bank","netral"
"Informasi beasiswa dari alumni diumumkan di website","netral"
"Mahasiswa bisa menggunakan ruang musik dengan izin","netral"
"Fasilitas tempat parkir motor di dekat masjid","netral"
"Ruang himpunan mahasiswa memiliki lemari arsip","netral"
"Pengumuman jadwal yudisium gelombang 3 sudah keluar","netral"
"Kegiatan workshop pembuatan film diadakan oleh UKM Film","netral"
"Mahasiswa diwajibkan mengikuti tes TOEFL ITP","netral"
"Fasilitas klinik kampus melayani pemeriksaan gula darah","netral"
"Ruang baca perpustakaan memiliki koleksi buku fiksi","netral"
"Dosen memberikan ujian lisan di akhir semester","netral"
"Jadwal seminar proposal bisa dilakukan secara online","netral"
"Pendaftaran program magang di perusahaan multinasional dibuka","netral"
"Informasi jadwal pengambilan SKPI bisa dilihat di portal","netral"
"Mahasiswa bisa meminjam kalkulator di lab","netral"
"Fasilitas lapangan voli memiliki tiang net","netral"
"Ruang kelas memiliki jendela yang menghadap ke koridor","netral"
"Pengumuman perubahan jadwal praktikum diumumkan oleh dosen","netral"
"Kegiatan bakti sosial ke panti werdha diadakan rutin","netral"
"Mahasiswa baru mendapatkan kartu anggota perpustakaan","netral"
"Fasilitas ruang menyusui terletak di lantai 1","netral"
"Ruang himpunan mahasiswa digunakan untuk pameran karya","netral"
"Dosen memberikan nilai tugas tepat waktu","netral"
"Jadwal praktikum kimia analitik dilakukan di lab","netral"
"Pembayaran biaya SKS dilakukan setiap semester","netral"
"Informasi pendaftaran KKN tematik sudah ditutup","netral"
"Mahasiswa bisa mengakses jurnal Scopus dari perpus","netral"
"Fasilitas tempat sampah di depan kelas kosong","netral"
"Ruang baca memiliki pendingin ruangan","netral"
"Pengumuman jadwal sidang skripsi gelombang 4 sudah keluar","netral"
"Kegiatan pelatihan menulis artikel diadakan oleh LPPM","netral"
"Mahasiswa dihimbau untuk tidak menggunakan sandal jepit","netral"
"Fasilitas kantin pusat memiliki mushola","netral"
"Ruang himpunan mahasiswa terletak di dekat lapangan","netral"
"Dosen mengajar dengan metode problem based learning","netral"
"Jadwal bimbingan skripsi dilakukan seminggu sekali","netral"
"Pendaftaran pelatihan teater diadakan oleh UKM Teater","netral"
"Informasi lowongan kerja di media diumumkan di CDC","netral"
"Mahasiswa bisa meminjam raket di sekretariat UKM","netral"
"Fasilitas lapangan bulutangkis indoor","netral"
"Ruang kelas di lantai 2 sering digunakan untuk ujian","netral"
"Pengumuman hasil seleksi program Kampus Mengajar sudah keluar","netral"
"Kegiatan lomba desain poster diadakan oleh BEM","netral"
"Mahasiswa baru diwajibkan mengikuti pelatihan bela negara","netral"
"Fasilitas parkir mobil dosen terletak di basement","netral"
"Ruang baca outdoor memiliki tempat sampah","netral"
"Dosen memberikan kuis online","netral"
"Jadwal kuliah semester ganjil dimulai bulan September","netral"
"Pembayaran biaya wisuda gelombang 1 sudah ditutup","netral"
"Informasi beasiswa dari pemerintah pusat diumumkan","netral"
"Mahasiswa bisa menggunakan ruang gamelan untuk latihan","netral"
"Fasilitas tempat parkir motor di dekat kantin","netral"
"Ruang himpunan mahasiswa memiliki galon air isi ulang","netral"
"Pengumuman jadwal UAS susulan diumumkan oleh fakultas","netral"
"Kegiatan workshop pembuatan website diadakan oleh lab","netral"
"Mahasiswa diwajibkan mengikuti kuliah praktisi","netral"
"Fasilitas klinik kampus melayani pemeriksaan kolesterol","netral"
"Ruang baca perpustakaan memiliki koleksi majalah ilmiah","netral"
"Dosen memberikan ujian take home","netral"
"Jadwal seminar hasil penelitian bisa dijadwalkan ulang","netral"
"Pendaftaran program magang di perusahaan startup dibuka","netral"
"Informasi jadwal pengambilan ijazah periode lalu","netral"
"Mahasiswa bisa meminjam mikroskop di lab biologi","netral"
"Fasilitas lapangan sepak bola memiliki lampu penerangan","netral"
"Ruang kelas memiliki whiteboard di depan","netral"
"Pengumuman kelulusan ujian proposal diumumkan oleh jurusan","netral"
"Kegiatan bakti sosial ke panti sosial diadakan rutin","netral"
"Mahasiswa baru mendapatkan buku saku mahasiswa","netral"
"Fasilitas ruang tunggu di depan ruang TU memiliki kursi","netral"
"Ruang himpunan mahasiswa digunakan untuk rapat tahunan","netral"
"Dosen wali memberikan saran akademik","netral"
"Jadwal praktikum biologi dasar dilakukan di semester 1","netral"
"Pembayaran biaya kuliah kerja nyata bisa diangsur","netral"
"Informasi pendaftaran seminar internasional sudah ditutup","netral"
"Mahasiswa bisa mengakses e-book dari penerbit luar","netral"
"Fasilitas tempat sampah di taman kurang","netral"
"Ruang baca memiliki meja baca individu","netral"
"Pengumuman jadwal KRS online untuk semester pendek","netral"
"Kegiatan pelatihan kepenulisan diadakan oleh UKM Pers","netral"
"Mahasiswa dihimbau untuk tidak membawa minuman keras","netral"
"Fasilitas kantin fakultas menyediakan makanan ringan","netral"
"Ruang himpunan mahasiswa terletak di dekat perpustakaan","netral"
"Dosen memberikan tugas mandiri di rumah","netral"
"Jadwal bimbingan akademik dilakukan secara daring","netral"
"Pendaftaran pelatihan paduan suara diadakan oleh UKM","netral"
"Informasi lowongan kerja di perusahaan tambang diumumkan","netral"
"Mahasiswa bisa meminjam bola voli di sekretariat","netral"
"Fasilitas lapangan basket outdoor","netral"
"Ruang kelas di lantai 3 digunakan untuk kuliah teori","netral"
"Pengumuman hasil seleksi program MSIB sudah keluar","netral"
"Kegiatan lomba menulis cerpen diadakan oleh UKM","netral"
"Mahasiswa baru diwajibkan mengikuti kegiatan kerohanian","netral"
"Fasilitas parkir mobil tamu terletak di samping gedung","netral"
"Ruang baca outdoor memiliki atap","netral"
"Dosen memberikan materi dari buku teks","netral"
"Jadwal kuliah semester genap dimulai bulan Februari","netral"
"Pembayaran biaya wisuda gelombang 2 sudah dibuka","netral"
"Informasi beasiswa dari perusahaan tambang diumumkan","netral"
"Mahasiswa bisa menggunakan ruang studio foto dengan izin","netral"
"Fasilitas tempat parkir motor di dekat gedung olahraga","netral"
"Ruang himpunan mahasiswa memiliki meja rapat","netral"
"Pengumuman jadwal UTS susulan diumumkan oleh jurusan","netral"
"Kegiatan workshop pembuatan aplikasi mobile diadakan","netral"
"Mahasiswa diwajibkan mengikuti seminar pra-wisuda","netral"
"Fasilitas klinik kampus melayani pemeriksaan asam urat","netral"
"Ruang baca perpustakaan memiliki koleksi buku non fiksi","netral"
"Dosen memberikan nilai praktikum di akhir semester","netral"
"Jadwal seminar KP bisa diatur sesuai dosen pembimbing","netral"
"Pendaftaran program magang di rumah sakit dibuka","netral"
"Informasi jadwal pengambilan transkrip nilai sementara","netral"
"Fasilitas lapangan voli indoor","netral"
"Ruang kelas memiliki papan tulis di depan dan belakang","netral"
"Pengumuman perubahan jadwal sidang diumumkan oleh jurusan","netral"
"Kegiatan bakti sosial ke panti asuhan diadakan bulan ini","netral"
"Mahasiswa baru mendapatkan jaket almamater kualitas standar","netral"
"Fasilitas ruang laktasi memiliki tempat duduk","netral"
"Ruang himpunan mahasiswa digunakan untuk kegiatan rutin","netral"
"Dosen memberikan nilai akhir setelah ujian perbaikan","netral"
"Jadwal praktikum kimia dasar dilakukan di semester 2","netral"
"Pembayaran biaya SKS variabel disesuaikan dengan kemampuan","netral"
"Informasi pendaftaran KKN reguler sudah ditutup","netral"
"Mahasiswa bisa mengakses jurnal internasional dari rumah","netral"
"Fasilitas tempat sampah di depan gedung kurang","netral"
"Ruang baca memiliki kursi yang nyaman","netral"
"Pengumuman jadwal sidang skripsi gelombang 5 sudah keluar","netral"
"Kegiatan pelatihan desain grafis diadakan oleh lab","netral"
"Mahasiswa dihimbau untuk tidak membawa hewan peliharaan","netral"
"Fasilitas kantin pusat menyediakan menu nasi padang","netral"
"Ruang himpunan mahasiswa terletak di dekat taman","netral"
"Dosen mengajar dengan metode project based learning","netral"
"Jadwal bimbingan skripsi dilakukan sesuai permintaan mahasiswa","netral"
"Pendaftaran pelatihan robotika diadakan oleh UKM Robotik","netral"
"Informasi lowongan kerja di perusahaan penerbangan diumumkan","netral"
"Mahasiswa bisa meminjam bola futsal di sekretariat","netral"
"Fasilitas lapangan bulutangkis outdoor","netral"
"Ruang kelas di lantai 1 digunakan untuk kuliah umum","netral"
"Pengumuman hasil seleksi program magang di Jepang sudah keluar","netral"
"Kegiatan lomba debat bahasa Arab diadakan oleh fakultas","netral"
"Mahasiswa baru diwajibkan mengikuti kegiatan olahraga","netral"
"Fasilitas parkir sepeda motor di dekat gerbang belakang","netral"
"Ruang baca outdoor memiliki pemandangan taman","netral"
"Dosen memberikan kuis di awal pertemuan","netral"
"Jadwal kuliah semester pendek dimulai bulan Juli","netral"
"Pembayaran biaya wisuda gelombang 3 sudah dibuka","netral"
"Informasi beasiswa dari perusahaan minyak diumumkan","netral"
"Fasilitas tempat parkir motor di dekat asrama","netral"
"Ruang himpunan mahasiswa memiliki papan pengumuman digital","netral"
"Pengumuman jadwal yudisium gelombang 4 sudah keluar","netral"
"Kegiatan workshop pembuatan game diadakan oleh lab","netral"
"Mahasiswa diwajibkan mengikuti kuliah umum dari praktisi","netral"
"Fasilitas klinik kampus melayani pemeriksaan mata","netral"
"Ruang baca perpustakaan memiliki koleksi buku ajar","netral"
"Dosen memberikan ujian dalam bentuk lisan dan tulisan","netral"
"Jadwal seminar proposal bisa dilakukan di ruang sidang","netral"
"Pendaftaran program magang di perusahaan logistik dibuka","netral"
"Informasi jadwal pengambilan ijazah dan transkrip","netral"
"Mahasiswa bisa meminjam alat gambar di lab arsitektur","netral"
"Fasilitas lapangan sepak bola memiliki tribun penonton","netral"
"Ruang kelas memiliki meja dan kursi yang tertata rapi","netral"
"Pengumuman kelulusan ujian kompre diumumkan oleh kaprodi","netral"
"Kegiatan bakti sosial ke daerah bencana diadakan oleh UKM","netral"
"Mahasiswa baru mendapatkan kartu tanda mahasiswa digital","netral"
"Fasilitas ruang tunggu di depan lift memiliki AC","netral"
"Ruang himpunan mahasiswa digunakan untuk diskusi","netral"
"Dosen wali memberikan persetujuan KRS","netral"
"Jadwal praktikum fisika dasar dilakukan di semester 1","netral"
"Pembayaran biaya kuliah kerja nyata dilakukan di awal","netral"
"Informasi pendaftaran seminar nasional sudah ditutup","netral"
"Mahasiswa bisa mengakses e-journal dari perpustakaan","netral"
"Fasilitas tempat sampah di selasar belakang penuh","netral"
"Ruang baca memiliki jendela besar","netral"
"Pengumuman jadwal KRS online untuk semester ganjil","netral"
"Kegiatan pelatihan jurnalistik diadakan oleh UKM","netral"
"Mahasiswa dihimbau untuk tidak membawa narkoba","netral"
"Fasilitas kantin fakultas menyediakan kopi dan teh","netral"
"Ruang himpunan mahasiswa terletak di lantai 4","netral"
"Dosen memberikan tugas presentasi kelompok","netral"
"Jadwal bimbingan akademik dilakukan di awal semester","netral"
"Pendaftaran pelatihan catur diadakan oleh UKM Catur","netral"
"Informasi lowongan kerja di perusahaan farmasi diumumkan","netral"
"Mahasiswa bisa meminjam alat safety di lab teknik","netral"
"Fasilitas lapangan basket memiliki papan pantul","netral"
"Ruang kelas di lantai 2 digunakan untuk kuliah pilihan","netral"
"Pengumuman hasil seleksi program IISMA tahun ini","netral"
"Kegiatan lomba karya tulis populer diadakan oleh BEM","netral"
"Mahasiswa baru diwajibkan mengikuti tes narkoba","netral"
"Fasilitas parkir mobil mahasiswa terletak di dekat gerbang","netral"
"Ruang baca outdoor memiliki tanaman hias","netral"
"Dosen memberikan materi dari jurnal terbaru","netral"
"Jadwal kuliah semester ganjil tahun ini","netral"
"Pembayaran biaya wisuda gelombang 4 sudah ditutup","netral"
"Informasi beasiswa dari perusahaan telekomunikasi diumumkan","netral"
"Mahasiswa bisa menggunakan ruang pameran dengan izin","netral"
